"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"270",-2.65e-204,-2.57e-204,-2.58e-204,-2.65e-204,-2.57e-204,-2.58e-204,-2.65e-204,-2.65e-204,-2.58e-204,-2.65e-204,-2.65e-204,-2.57e-204
"271",-7.23e-204,-7.02e-204,-7.07e-204,-7.23e-204,-7.02e-204,-7.07e-204,-7.23e-204,-7.23e-204,-7.07e-204,-7.23e-204,-7.23e-204,-7.02e-204
"272",-1.96e-203,-1.91e-203,-1.91e-203,-1.96e-203,-1.91e-203,-1.91e-203,-1.96e-203,-1.96e-203,-1.91e-203,-1.96e-203,-1.96e-203,-1.91e-203
"273",-5.33e-203,-5.18e-203,-5.18e-203,-5.3e-203,-5.18e-203,-5.18e-203,-5.3e-203,-5.33e-203,-5.18e-203,-5.3e-203,-5.33e-203,-5.18e-203
"274",-1.46e-202,-1.42e-202,-1.41e-202,-1.45e-202,-1.42e-202,-1.41e-202,-1.45e-202,-1.46e-202,-1.41e-202,-1.45e-202,-1.46e-202,-1.42e-202
"275",-3.94e-202,-3.84e-202,-3.82e-202,-3.92e-202,-3.84e-202,-3.82e-202,-3.92e-202,-3.94e-202,-3.82e-202,-3.92e-202,-3.94e-202,-3.84e-202
"276",-1.07e-201,-1.04e-201,-1.04e-201,-1.07e-201,-1.04e-201,-1.04e-201,-1.07e-201,-1.07e-201,-1.04e-201,-1.07e-201,-1.07e-201,-1.04e-201
"277",-2.91e-201,-2.83e-201,-2.84e-201,-2.91e-201,-2.83e-201,-2.84e-201,-2.91e-201,-2.91e-201,-2.84e-201,-2.91e-201,-2.91e-201,-2.83e-201
"278",-7.91e-201,-7.72e-201,-7.71e-201,-7.9e-201,-7.72e-201,-7.71e-201,-7.9e-201,-7.91e-201,-7.71e-201,-7.9e-201,-7.91e-201,-7.72e-201
"279",-2.15e-200,-2.1e-200,-2.1e-200,-2.14e-200,-2.1e-200,-2.1e-200,-2.14e-200,-2.15e-200,-2.1e-200,-2.14e-200,-2.15e-200,-2.1e-200
"280",-5.81e-200,-5.71e-200,-5.7e-200,-5.83e-200,-5.71e-200,-5.7e-200,-5.83e-200,-5.81e-200,-5.7e-200,-5.83e-200,-5.81e-200,-5.71e-200
"281",-1.59e-199,-1.54e-199,-1.53e-199,-1.58e-199,-1.54e-199,-1.53e-199,-1.58e-199,-1.59e-199,-1.53e-199,-1.58e-199,-1.59e-199,-1.54e-199
"282",-4.35e-199,-4.22e-199,-4.23e-199,-4.35e-199,-4.22e-199,-4.23e-199,-4.35e-199,-4.35e-199,-4.23e-199,-4.35e-199,-4.35e-199,-4.22e-199
"283",-1.19e-198,-1.16e-198,-1.16e-198,-1.19e-198,-1.16e-198,-1.16e-198,-1.19e-198,-1.19e-198,-1.16e-198,-1.19e-198,-1.19e-198,-1.16e-198
"284",-3.24e-198,-3.16e-198,-3.16e-198,-3.23e-198,-3.16e-198,-3.16e-198,-3.23e-198,-3.24e-198,-3.16e-198,-3.23e-198,-3.24e-198,-3.16e-198
"285",-8.72e-198,-8.5e-198,-8.52e-198,-8.75e-198,-8.5e-198,-8.52e-198,-8.75e-198,-8.72e-198,-8.52e-198,-8.75e-198,-8.72e-198,-8.5e-198
"286",-2.38e-197,-2.32e-197,-2.31e-197,-2.38e-197,-2.32e-197,-2.31e-197,-2.38e-197,-2.38e-197,-2.31e-197,-2.38e-197,-2.38e-197,-2.32e-197
"287",-6.43e-197,-6.28e-197,-6.25e-197,-6.44e-197,-6.28e-197,-6.25e-197,-6.44e-197,-6.43e-197,-6.25e-197,-6.44e-197,-6.43e-197,-6.28e-197
"288",-1.74e-196,-1.7e-196,-1.69e-196,-1.74e-196,-1.7e-196,-1.69e-196,-1.74e-196,-1.74e-196,-1.69e-196,-1.74e-196,-1.74e-196,-1.7e-196
"289",-4.76e-196,-4.67e-196,-4.65e-196,-4.76e-196,-4.67e-196,-4.65e-196,-4.76e-196,-4.76e-196,-4.65e-196,-4.76e-196,-4.76e-196,-4.67e-196
"290",-1.28e-195,-1.26e-195,-1.26e-195,-1.29e-195,-1.26e-195,-1.26e-195,-1.29e-195,-1.28e-195,-1.26e-195,-1.29e-195,-1.28e-195,-1.26e-195
"291",-3.48e-195,-3.4e-195,-3.4e-195,-3.5e-195,-3.4e-195,-3.4e-195,-3.5e-195,-3.48e-195,-3.4e-195,-3.5e-195,-3.48e-195,-3.4e-195
"292",-9.53e-195,-9.32e-195,-9.29e-195,-9.54e-195,-9.32e-195,-9.29e-195,-9.54e-195,-9.53e-195,-9.29e-195,-9.54e-195,-9.53e-195,-9.32e-195
"293",-2.58e-194,-2.53e-194,-2.52e-194,-2.58e-194,-2.53e-194,-2.52e-194,-2.58e-194,-2.58e-194,-2.52e-194,-2.58e-194,-2.58e-194,-2.53e-194
"294",-7.02e-194,-6.86e-194,-6.85e-194,-7.01e-194,-6.86e-194,-6.85e-194,-7.01e-194,-7.02e-194,-6.85e-194,-7.01e-194,-7.02e-194,-6.86e-194
"295",-1.92e-193,-1.87e-193,-1.87e-193,-1.92e-193,-1.87e-193,-1.87e-193,-1.92e-193,-1.92e-193,-1.87e-193,-1.92e-193,-1.92e-193,-1.87e-193
"296",-5.18e-193,-5.05e-193,-5.05e-193,-5.19e-193,-5.05e-193,-5.05e-193,-5.19e-193,-5.18e-193,-5.05e-193,-5.19e-193,-5.18e-193,-5.05e-193
"297",-1.41e-192,-1.37e-192,-1.37e-192,-1.41e-192,-1.37e-192,-1.37e-192,-1.41e-192,-1.41e-192,-1.37e-192,-1.41e-192,-1.41e-192,-1.37e-192
"298",-3.84e-192,-3.73e-192,-3.75e-192,-3.85e-192,-3.73e-192,-3.75e-192,-3.85e-192,-3.84e-192,-3.75e-192,-3.85e-192,-3.84e-192,-3.73e-192
"299",-1.04e-191,-1.01e-191,-1.02e-191,-1.04e-191,-1.01e-191,-1.02e-191,-1.04e-191,-1.04e-191,-1.02e-191,-1.04e-191,-1.04e-191,-1.01e-191
"300",-2.81e-191,-2.74e-191,-2.75e-191,-2.83e-191,-2.74e-191,-2.75e-191,-2.83e-191,-2.81e-191,-2.75e-191,-2.83e-191,-2.81e-191,-2.74e-191
"301",-7.71e-191,-7.51e-191,-7.48e-191,-7.75e-191,-7.51e-191,-7.48e-191,-7.75e-191,-7.71e-191,-7.48e-191,-7.75e-191,-7.71e-191,-7.51e-191
"302",-2.09e-190,-2.03e-190,-2.03e-190,-2.09e-190,-2.03e-190,-2.03e-190,-2.09e-190,-2.09e-190,-2.03e-190,-2.09e-190,-2.09e-190,-2.03e-190
"303",-5.68e-190,-5.54e-190,-5.53e-190,-5.69e-190,-5.54e-190,-5.53e-190,-5.69e-190,-5.68e-190,-5.53e-190,-5.69e-190,-5.68e-190,-5.54e-190
"304",-1.55e-189,-1.52e-189,-1.51e-189,-1.55e-189,-1.52e-189,-1.51e-189,-1.55e-189,-1.55e-189,-1.51e-189,-1.55e-189,-1.55e-189,-1.52e-189
"305",-4.21e-189,-4.11e-189,-4.1e-189,-4.21e-189,-4.11e-189,-4.1e-189,-4.21e-189,-4.21e-189,-4.1e-189,-4.21e-189,-4.21e-189,-4.11e-189
"306",-1.15e-188,-1.12e-188,-1.11e-188,-1.14e-188,-1.12e-188,-1.11e-188,-1.14e-188,-1.15e-188,-1.11e-188,-1.14e-188,-1.15e-188,-1.12e-188
"307",-3.11e-188,-3.05e-188,-3.03e-188,-3.12e-188,-3.05e-188,-3.03e-188,-3.12e-188,-3.11e-188,-3.03e-188,-3.12e-188,-3.11e-188,-3.05e-188
"308",-8.43e-188,-8.22e-188,-8.21e-188,-8.44e-188,-8.22e-188,-8.21e-188,-8.44e-188,-8.43e-188,-8.21e-188,-8.44e-188,-8.43e-188,-8.22e-188
"309",-2.29e-187,-2.24e-187,-2.24e-187,-2.29e-187,-2.24e-187,-2.24e-187,-2.29e-187,-2.29e-187,-2.24e-187,-2.29e-187,-2.29e-187,-2.24e-187
"310",-6.28e-187,-6.12e-187,-6.14e-187,-6.26e-187,-6.12e-187,-6.14e-187,-6.26e-187,-6.28e-187,-6.14e-187,-6.26e-187,-6.28e-187,-6.12e-187
"311",-1.7e-186,-1.65e-186,-1.65e-186,-1.7e-186,-1.65e-186,-1.65e-186,-1.7e-186,-1.7e-186,-1.65e-186,-1.7e-186,-1.7e-186,-1.65e-186
"312",-4.63e-186,-4.49e-186,-4.52e-186,-4.6e-186,-4.49e-186,-4.52e-186,-4.6e-186,-4.63e-186,-4.52e-186,-4.6e-186,-4.63e-186,-4.49e-186
"313",-1.26e-185,-1.22e-185,-1.23e-185,-1.26e-185,-1.22e-185,-1.23e-185,-1.26e-185,-1.26e-185,-1.23e-185,-1.26e-185,-1.26e-185,-1.22e-185
"314",-3.4e-185,-3.32e-185,-3.33e-185,-3.42e-185,-3.32e-185,-3.33e-185,-3.42e-185,-3.4e-185,-3.33e-185,-3.42e-185,-3.4e-185,-3.32e-185
"315",-9.28e-185,-9.01e-185,-8.97e-185,-9.26e-185,-9.01e-185,-8.97e-185,-9.26e-185,-9.28e-185,-8.97e-185,-9.26e-185,-9.28e-185,-9.01e-185
"316",-2.52e-184,-2.45e-184,-2.45e-184,-2.53e-184,-2.45e-184,-2.45e-184,-2.53e-184,-2.52e-184,-2.45e-184,-2.53e-184,-2.52e-184,-2.45e-184
"317",-6.82e-184,-6.67e-184,-6.65e-184,-6.81e-184,-6.67e-184,-6.65e-184,-6.81e-184,-6.82e-184,-6.65e-184,-6.81e-184,-6.82e-184,-6.67e-184
"318",-1.85e-183,-1.81e-183,-1.81e-183,-1.85e-183,-1.81e-183,-1.81e-183,-1.85e-183,-1.85e-183,-1.81e-183,-1.85e-183,-1.85e-183,-1.81e-183
"319",-5.04e-183,-4.93e-183,-4.94e-183,-5.06e-183,-4.93e-183,-4.94e-183,-5.06e-183,-5.04e-183,-4.94e-183,-5.06e-183,-5.04e-183,-4.93e-183
"320",-1.37e-182,-1.34e-182,-1.34e-182,-1.37e-182,-1.34e-182,-1.34e-182,-1.37e-182,-1.37e-182,-1.34e-182,-1.37e-182,-1.37e-182,-1.34e-182
"321",-3.72e-182,-3.64e-182,-3.63e-182,-3.7e-182,-3.64e-182,-3.63e-182,-3.7e-182,-3.72e-182,-3.63e-182,-3.7e-182,-3.72e-182,-3.64e-182
"322",-1.02e-181,-9.88e-182,-9.93e-182,-1.02e-181,-9.88e-182,-9.93e-182,-1.02e-181,-1.02e-181,-9.93e-182,-1.02e-181,-1.02e-181,-9.88e-182
"323",-2.75e-181,-2.68e-181,-2.68e-181,-2.75e-181,-2.68e-181,-2.68e-181,-2.75e-181,-2.75e-181,-2.68e-181,-2.75e-181,-2.75e-181,-2.68e-181
"324",-7.47e-181,-7.27e-181,-7.28e-181,-7.5e-181,-7.27e-181,-7.28e-181,-7.5e-181,-7.47e-181,-7.28e-181,-7.5e-181,-7.47e-181,-7.27e-181
"325",-2.04e-180,-1.98e-180,-1.99e-180,-2.05e-180,-1.98e-180,-1.99e-180,-2.05e-180,-2.04e-180,-1.99e-180,-2.05e-180,-2.04e-180,-1.98e-180
"326",-5.55e-180,-5.38e-180,-5.37e-180,-5.53e-180,-5.38e-180,-5.37e-180,-5.53e-180,-5.55e-180,-5.37e-180,-5.53e-180,-5.55e-180,-5.38e-180
"327",-1.51e-179,-1.46e-179,-1.46e-179,-1.5e-179,-1.46e-179,-1.46e-179,-1.5e-179,-1.51e-179,-1.46e-179,-1.5e-179,-1.51e-179,-1.46e-179
"328",-4.1e-179,-3.99e-179,-4e-179,-4.09e-179,-3.99e-179,-4e-179,-4.09e-179,-4.1e-179,-4e-179,-4.09e-179,-4.1e-179,-3.99e-179
"329",-1.11e-178,-1.08e-178,-1.09e-178,-1.11e-178,-1.08e-178,-1.09e-178,-1.11e-178,-1.11e-178,-1.09e-178,-1.11e-178,-1.11e-178,-1.08e-178
"330",-3.02e-178,-2.95e-178,-2.89e-178,-3.02e-178,-2.95e-178,-2.89e-178,-3.02e-178,-3.02e-178,-2.89e-178,-3.02e-178,-3.02e-178,-2.95e-178
"331",-8.23e-178,-8.04e-178,-7.88e-178,-8.23e-178,-8.04e-178,-7.88e-178,-8.23e-178,-8.23e-178,-7.88e-178,-8.23e-178,-8.23e-178,-8.04e-178
"332",-2.23e-177,-2.18e-177,-2.16e-177,-2.24e-177,-2.18e-177,-2.16e-177,-2.24e-177,-2.23e-177,-2.16e-177,-2.24e-177,-2.23e-177,-2.18e-177
"333",-6.05e-177,-5.92e-177,-5.88e-177,-6.06e-177,-5.92e-177,-5.88e-177,-6.06e-177,-6.05e-177,-5.88e-177,-6.06e-177,-6.05e-177,-5.92e-177
"334",-1.65e-176,-1.6e-176,-1.59e-176,-1.65e-176,-1.6e-176,-1.59e-176,-1.65e-176,-1.65e-176,-1.59e-176,-1.65e-176,-1.65e-176,-1.6e-176
"335",-4.47e-176,-4.35e-176,-4.35e-176,-4.46e-176,-4.35e-176,-4.35e-176,-4.46e-176,-4.47e-176,-4.35e-176,-4.46e-176,-4.47e-176,-4.35e-176
"336",-1.22e-175,-1.19e-175,-1.17e-175,-1.22e-175,-1.19e-175,-1.17e-175,-1.22e-175,-1.22e-175,-1.17e-175,-1.22e-175,-1.22e-175,-1.19e-175
"337",-3.33e-175,-3.26e-175,-3.26e-175,-3.34e-175,-3.26e-175,-3.26e-175,-3.34e-175,-3.33e-175,-3.26e-175,-3.34e-175,-3.33e-175,-3.26e-175
"338",-9.02e-175,-8.81e-175,-8.81e-175,-9.02e-175,-8.81e-175,-8.81e-175,-9.02e-175,-9.02e-175,-8.81e-175,-9.02e-175,-9.02e-175,-8.81e-175
"339",-2.44e-174,-2.38e-174,-2.4e-174,-2.44e-174,-2.38e-174,-2.4e-174,-2.44e-174,-2.44e-174,-2.4e-174,-2.44e-174,-2.44e-174,-2.38e-174
"340",-6.68e-174,-6.52e-174,-6.48e-174,-6.68e-174,-6.52e-174,-6.48e-174,-6.68e-174,-6.68e-174,-6.48e-174,-6.68e-174,-6.68e-174,-6.52e-174
"341",-1.81e-173,-1.77e-173,-1.76e-173,-1.8e-173,-1.77e-173,-1.76e-173,-1.8e-173,-1.81e-173,-1.76e-173,-1.8e-173,-1.81e-173,-1.77e-173
"342",-4.93e-173,-4.79e-173,-4.78e-173,-4.91e-173,-4.79e-173,-4.78e-173,-4.91e-173,-4.93e-173,-4.78e-173,-4.91e-173,-4.93e-173,-4.79e-173
"343",-1.35e-172,-1.31e-172,-1.32e-172,-1.34e-172,-1.31e-172,-1.32e-172,-1.34e-172,-1.35e-172,-1.32e-172,-1.34e-172,-1.35e-172,-1.31e-172
"344",-3.64e-172,-3.55e-172,-3.53e-172,-3.64e-172,-3.55e-172,-3.53e-172,-3.64e-172,-3.64e-172,-3.53e-172,-3.64e-172,-3.64e-172,-3.55e-172
"345",-9.84e-172,-9.64e-172,-9.6e-172,-9.89e-172,-9.64e-172,-9.6e-172,-9.89e-172,-9.84e-172,-9.6e-172,-9.89e-172,-9.84e-172,-9.64e-172
"346",-2.7e-171,-2.63e-171,-2.63e-171,-2.7e-171,-2.63e-171,-2.63e-171,-2.7e-171,-2.7e-171,-2.63e-171,-2.7e-171,-2.7e-171,-2.63e-171
"347",-7.28e-171,-7.12e-171,-7.07e-171,-7.27e-171,-7.12e-171,-7.07e-171,-7.27e-171,-7.28e-171,-7.07e-171,-7.27e-171,-7.28e-171,-7.12e-171
"348",-1.98e-170,-1.94e-170,-1.93e-170,-1.98e-170,-1.94e-170,-1.93e-170,-1.98e-170,-1.98e-170,-1.93e-170,-1.98e-170,-1.98e-170,-1.94e-170
"349",-5.42e-170,-5.29e-170,-5.29e-170,-5.42e-170,-5.29e-170,-5.29e-170,-5.42e-170,-5.42e-170,-5.29e-170,-5.42e-170,-5.42e-170,-5.29e-170
"350",-1.46e-169,-1.43e-169,-1.44e-169,-1.46e-169,-1.43e-169,-1.44e-169,-1.46e-169,-1.46e-169,-1.44e-169,-1.46e-169,-1.46e-169,-1.43e-169
"351",-3.96e-169,-3.84e-169,-3.89e-169,-3.97e-169,-3.84e-169,-3.89e-169,-3.97e-169,-3.96e-169,-3.89e-169,-3.97e-169,-3.96e-169,-3.84e-169
"352",-1.08e-168,-1.05e-168,-1.06e-168,-1.09e-168,-1.05e-168,-1.06e-168,-1.09e-168,-1.08e-168,-1.06e-168,-1.09e-168,-1.08e-168,-1.05e-168
"353",-2.94e-168,-2.87e-168,-2.87e-168,-2.95e-168,-2.87e-168,-2.87e-168,-2.95e-168,-2.94e-168,-2.87e-168,-2.95e-168,-2.94e-168,-2.87e-168
"354",-8.01e-168,-7.77e-168,-7.81e-168,-8.01e-168,-7.77e-168,-7.81e-168,-8.01e-168,-8.01e-168,-7.81e-168,-8.01e-168,-8.01e-168,-7.77e-168
"355",-2.18e-167,-2.14e-167,-2.13e-167,-2.19e-167,-2.14e-167,-2.13e-167,-2.19e-167,-2.18e-167,-2.13e-167,-2.19e-167,-2.18e-167,-2.14e-167
"356",-5.91e-167,-5.75e-167,-5.78e-167,-5.93e-167,-5.75e-167,-5.78e-167,-5.93e-167,-5.91e-167,-5.78e-167,-5.93e-167,-5.91e-167,-5.75e-167
"357",-1.61e-166,-1.56e-166,-1.57e-166,-1.6e-166,-1.56e-166,-1.57e-166,-1.6e-166,-1.61e-166,-1.57e-166,-1.6e-166,-1.61e-166,-1.56e-166
"358",-4.4e-166,-4.27e-166,-4.25e-166,-4.37e-166,-4.27e-166,-4.25e-166,-4.37e-166,-4.4e-166,-4.25e-166,-4.37e-166,-4.4e-166,-4.27e-166
"359",-1.19e-165,-1.16e-165,-1.15e-165,-1.18e-165,-1.16e-165,-1.15e-165,-1.18e-165,-1.19e-165,-1.15e-165,-1.18e-165,-1.19e-165,-1.16e-165
"360",-3.23e-165,-3.15e-165,-3.1e-165,-3.22e-165,-3.15e-165,-3.1e-165,-3.22e-165,-3.23e-165,-3.1e-165,-3.22e-165,-3.23e-165,-3.15e-165
"361",-8.83e-165,-8.59e-165,-8.47e-165,-8.82e-165,-8.59e-165,-8.47e-165,-8.82e-165,-8.83e-165,-8.47e-165,-8.82e-165,-8.83e-165,-8.59e-165
"362",-2.39e-164,-2.32e-164,-2.31e-164,-2.39e-164,-2.32e-164,-2.31e-164,-2.39e-164,-2.39e-164,-2.31e-164,-2.39e-164,-2.39e-164,-2.32e-164
"363",-6.47e-164,-6.3e-164,-6.28e-164,-6.49e-164,-6.3e-164,-6.28e-164,-6.49e-164,-6.47e-164,-6.28e-164,-6.49e-164,-6.47e-164,-6.3e-164
"364",-1.77e-163,-1.72e-163,-1.71e-163,-1.77e-163,-1.72e-163,-1.71e-163,-1.77e-163,-1.77e-163,-1.71e-163,-1.77e-163,-1.77e-163,-1.72e-163
"365",-4.79e-163,-4.68e-163,-4.66e-163,-4.8e-163,-4.68e-163,-4.66e-163,-4.8e-163,-4.79e-163,-4.66e-163,-4.8e-163,-4.79e-163,-4.68e-163
"366",-1.3e-162,-1.27e-162,-1.28e-162,-1.31e-162,-1.27e-162,-1.28e-162,-1.31e-162,-1.3e-162,-1.28e-162,-1.31e-162,-1.3e-162,-1.27e-162
"367",-3.55e-162,-3.46e-162,-3.48e-162,-3.58e-162,-3.46e-162,-3.48e-162,-3.58e-162,-3.55e-162,-3.48e-162,-3.58e-162,-3.55e-162,-3.46e-162
"368",-9.6e-162,-9.41e-162,-9.38e-162,-9.65e-162,-9.41e-162,-9.38e-162,-9.65e-162,-9.6e-162,-9.38e-162,-9.65e-162,-9.6e-162,-9.41e-162
"369",-2.61e-161,-2.54e-161,-2.55e-161,-2.61e-161,-2.54e-161,-2.55e-161,-2.61e-161,-2.61e-161,-2.55e-161,-2.61e-161,-2.61e-161,-2.54e-161
"370",-7.13e-161,-6.96e-161,-6.96e-161,-7.14e-161,-6.96e-161,-6.96e-161,-7.14e-161,-7.13e-161,-6.96e-161,-7.14e-161,-7.13e-161,-6.96e-161
"371",-1.93e-160,-1.88e-160,-1.88e-160,-1.94e-160,-1.88e-160,-1.88e-160,-1.94e-160,-1.93e-160,-1.88e-160,-1.94e-160,-1.93e-160,-1.88e-160
"372",-5.23e-160,-5.1e-160,-5.13e-160,-5.25e-160,-5.1e-160,-5.13e-160,-5.25e-160,-5.23e-160,-5.13e-160,-5.25e-160,-5.23e-160,-5.1e-160
"373",-1.43e-159,-1.39e-159,-1.4e-159,-1.44e-159,-1.39e-159,-1.4e-159,-1.44e-159,-1.43e-159,-1.4e-159,-1.44e-159,-1.43e-159,-1.39e-159
"374",-3.88e-159,-3.8e-159,-3.78e-159,-3.89e-159,-3.8e-159,-3.78e-159,-3.89e-159,-3.88e-159,-3.78e-159,-3.89e-159,-3.88e-159,-3.8e-159
"375",-1.05e-158,-1.03e-158,-1.02e-158,-1.05e-158,-1.03e-158,-1.02e-158,-1.05e-158,-1.05e-158,-1.02e-158,-1.05e-158,-1.05e-158,-1.03e-158
"376",-2.87e-158,-2.8e-158,-2.8e-158,-2.87e-158,-2.8e-158,-2.8e-158,-2.87e-158,-2.87e-158,-2.8e-158,-2.87e-158,-2.87e-158,-2.8e-158
"377",-7.79e-158,-7.61e-158,-7.57e-158,-7.77e-158,-7.61e-158,-7.57e-158,-7.77e-158,-7.79e-158,-7.57e-158,-7.77e-158,-7.79e-158,-7.61e-158
"378",-2.12e-157,-2.05e-157,-2.07e-157,-2.12e-157,-2.05e-157,-2.07e-157,-2.12e-157,-2.12e-157,-2.07e-157,-2.12e-157,-2.12e-157,-2.05e-157
"379",-5.77e-157,-5.63e-157,-5.65e-157,-5.78e-157,-5.63e-157,-5.65e-157,-5.78e-157,-5.77e-157,-5.65e-157,-5.78e-157,-5.77e-157,-5.63e-157
"380",-1.57e-156,-1.53e-156,-1.54e-156,-1.57e-156,-1.53e-156,-1.54e-156,-1.57e-156,-1.57e-156,-1.54e-156,-1.57e-156,-1.57e-156,-1.53e-156
"381",-4.27e-156,-4.16e-156,-4.16e-156,-4.26e-156,-4.16e-156,-4.16e-156,-4.26e-156,-4.27e-156,-4.16e-156,-4.26e-156,-4.27e-156,-4.16e-156
"382",-1.16e-155,-1.13e-155,-1.13e-155,-1.16e-155,-1.13e-155,-1.13e-155,-1.16e-155,-1.16e-155,-1.13e-155,-1.16e-155,-1.16e-155,-1.13e-155
"383",-3.15e-155,-3.07e-155,-3.06e-155,-3.14e-155,-3.07e-155,-3.06e-155,-3.14e-155,-3.15e-155,-3.06e-155,-3.14e-155,-3.15e-155,-3.07e-155
"384",-8.56e-155,-8.33e-155,-8.34e-155,-8.57e-155,-8.33e-155,-8.34e-155,-8.57e-155,-8.56e-155,-8.34e-155,-8.57e-155,-8.56e-155,-8.33e-155
"385",-2.34e-154,-2.28e-154,-2.27e-154,-2.34e-154,-2.28e-154,-2.27e-154,-2.34e-154,-2.34e-154,-2.27e-154,-2.34e-154,-2.34e-154,-2.28e-154
"386",-6.31e-154,-6.16e-154,-6.14e-154,-6.36e-154,-6.16e-154,-6.14e-154,-6.36e-154,-6.31e-154,-6.14e-154,-6.36e-154,-6.31e-154,-6.16e-154
"387",-1.71e-153,-1.68e-153,-1.66e-153,-1.72e-153,-1.68e-153,-1.66e-153,-1.72e-153,-1.71e-153,-1.66e-153,-1.72e-153,-1.71e-153,-1.68e-153
"388",-4.68e-153,-4.59e-153,-4.55e-153,-4.7e-153,-4.59e-153,-4.55e-153,-4.7e-153,-4.68e-153,-4.55e-153,-4.7e-153,-4.68e-153,-4.59e-153
"389",-1.27e-152,-1.24e-152,-1.23e-152,-1.27e-152,-1.24e-152,-1.23e-152,-1.27e-152,-1.27e-152,-1.23e-152,-1.27e-152,-1.27e-152,-1.24e-152
"390",-3.44e-152,-3.36e-152,-3.33e-152,-3.47e-152,-3.36e-152,-3.33e-152,-3.47e-152,-3.44e-152,-3.33e-152,-3.47e-152,-3.44e-152,-3.36e-152
"391",-9.41e-152,-9.16e-152,-9.16e-152,-9.42e-152,-9.16e-152,-9.16e-152,-9.42e-152,-9.41e-152,-9.16e-152,-9.42e-152,-9.41e-152,-9.16e-152
"392",-2.55e-151,-2.48e-151,-2.49e-151,-2.54e-151,-2.48e-151,-2.49e-151,-2.54e-151,-2.55e-151,-2.49e-151,-2.54e-151,-2.55e-151,-2.48e-151
"393",-6.91e-151,-6.73e-151,-6.73e-151,-6.89e-151,-6.73e-151,-6.73e-151,-6.89e-151,-6.91e-151,-6.73e-151,-6.89e-151,-6.91e-151,-6.73e-151
"394",-1.89e-150,-1.84e-150,-1.82e-150,-1.89e-150,-1.84e-150,-1.82e-150,-1.89e-150,-1.89e-150,-1.82e-150,-1.89e-150,-1.89e-150,-1.84e-150
"395",-5.12e-150,-4.98e-150,-4.97e-150,-5.13e-150,-4.98e-150,-4.97e-150,-5.13e-150,-5.12e-150,-4.97e-150,-5.13e-150,-5.12e-150,-4.98e-150
"396",-1.39e-149,-1.35e-149,-1.35e-149,-1.39e-149,-1.35e-149,-1.35e-149,-1.39e-149,-1.39e-149,-1.35e-149,-1.39e-149,-1.39e-149,-1.35e-149
"397",-3.79e-149,-3.7e-149,-3.71e-149,-3.79e-149,-3.7e-149,-3.71e-149,-3.79e-149,-3.79e-149,-3.71e-149,-3.79e-149,-3.79e-149,-3.7e-149
"398",-1.03e-148,-9.98e-149,-9.93e-149,-1.03e-148,-9.98e-149,-9.93e-149,-1.03e-148,-1.03e-148,-9.93e-149,-1.03e-148,-1.03e-148,-9.98e-149
"399",-2.8e-148,-2.72e-148,-2.7e-148,-2.79e-148,-2.72e-148,-2.7e-148,-2.79e-148,-2.8e-148,-2.7e-148,-2.79e-148,-2.8e-148,-2.72e-148
"400",-7.62e-148,-7.4e-148,-7.41e-148,-7.61e-148,-7.4e-148,-7.41e-148,-7.61e-148,-7.62e-148,-7.41e-148,-7.61e-148,-7.62e-148,-7.4e-148
"401",-2.06e-147,-2e-147,-2.01e-147,-2.07e-147,-2e-147,-2.01e-147,-2.07e-147,-2.06e-147,-2.01e-147,-2.07e-147,-2.06e-147,-2e-147
"402",-5.59e-147,-5.45e-147,-5.42e-147,-5.6e-147,-5.45e-147,-5.42e-147,-5.6e-147,-5.59e-147,-5.42e-147,-5.6e-147,-5.59e-147,-5.45e-147
"403",-1.53e-146,-1.49e-146,-1.49e-146,-1.54e-146,-1.49e-146,-1.49e-146,-1.54e-146,-1.53e-146,-1.49e-146,-1.54e-146,-1.53e-146,-1.49e-146
"404",-4.16e-146,-4.03e-146,-4.04e-146,-4.17e-146,-4.03e-146,-4.04e-146,-4.17e-146,-4.16e-146,-4.04e-146,-4.17e-146,-4.16e-146,-4.03e-146
"405",-1.13e-145,-1.1e-145,-1.1e-145,-1.13e-145,-1.1e-145,-1.1e-145,-1.13e-145,-1.13e-145,-1.1e-145,-1.13e-145,-1.13e-145,-1.1e-145
"406",-3.07e-145,-3e-145,-2.99e-145,-3.06e-145,-3e-145,-2.99e-145,-3.06e-145,-3.07e-145,-2.99e-145,-3.06e-145,-3.07e-145,-3e-145
"407",-8.34e-145,-8.17e-145,-8.1e-145,-8.33e-145,-8.17e-145,-8.1e-145,-8.33e-145,-8.34e-145,-8.1e-145,-8.33e-145,-8.34e-145,-8.17e-145
"408",-2.26e-144,-2.21e-144,-2.2e-144,-2.26e-144,-2.21e-144,-2.2e-144,-2.26e-144,-2.26e-144,-2.2e-144,-2.26e-144,-2.26e-144,-2.21e-144
"409",-6.17e-144,-6.02e-144,-6.15e-144,-6.13e-144,-6.02e-144,-6.15e-144,-6.13e-144,-6.17e-144,-6.15e-144,-6.13e-144,-6.17e-144,-6.02e-144
"410",-1.67e-143,-1.63e-143,-1.64e-143,-1.66e-143,-1.63e-143,-1.64e-143,-1.66e-143,-1.67e-143,-1.64e-143,-1.66e-143,-1.67e-143,-1.63e-143
