"","reconstr_v1","reconstr_v2","reconstr_v3","reconstr_v4","reconstr_v5","reconstr_v6","reconstr_v7","reconstr_v8","reconstr_v9","reconstr_v10","reconstr_v11","reconstr_v12","reconstr_v13","reconstr_v14","reconstr_v15","reconstr_v16","reconstr_v17","reconstr_v18","reconstr_v19","reconstr_v20","reconstr_v21","reconstr_v22","reconstr_v23","reconstr_v24","reconstr_v25","reconstr_v26","reconstr_v27","reconstr_v28","reconstr_v29","reconstr_v30","reconstr_v31","reconstr_v32","reconstr_v33","reconstr_v34","reconstr_v35","reconstr_v36","reconstr_v37","reconstr_v38","reconstr_v39","reconstr_v40","reconstr_v41","reconstr_v42","reconstr_v43","reconstr_v44","reconstr_v45","reconstr_v46","reconstr_v47","reconstr_v48","reconstr_v49","reconstr_v50"
"1",0.973860498807669,-1.51607149547887,-1.51782556101224,1.5993154686503,0.981884122927426,-2.11353583706312,-0.697060546654911,1.04264988133868,-0.515806591292918,6.07870097214788,3.82535852789974,1.28406036256666,1.54687901571612,-0.0618877193745264,8.24094756674822,0.383235019071699,2.47254255299609,-1.4804898505666,3.90619240231508,4.54490773247861,-0.513636732773535,-0.633629001681726,0.280374633135,5.4910349866143,6.61519418728884,-1.67748695785369,1.15900789274804,2.89092735705862,6.36784680369485,0.465644214438648,2.03505328969388,3.63200348986041,2.73342663983639,0.471072909546196,8.42097461914603,4.59110216865869,0.913935262050336,1.04658653738658,3.60504466177474,-0.603895897371903,-2.45875108952783,0.697819363287671,3.69454477992888,0.971153317502186,5.08605071786967,4.49814668427875,1.45399371289886,0.470942982151748,-0.407778512799475,-0.45147888635325
"2",0.381552564244509,-1.51607149547887,-1.51782556101224,0.817631838275803,0.981884122927426,2.3518255656318,-0.697060546654911,-0.941449809661323,0.449306990707083,7.87684129160284,4.78476447812092,1.0044249159353,1.54687901571612,-0.516099677374526,7.98474185965541,0.384041490044963,2.6964276745531,-1.4804898505666,3.75359632683568,5.28363270707356,-0.458079698773535,-0.507564851681725,1.59624174252157,5.61344193569175,7.6095397850918,-1.67748695785369,0.963890448021519,2.97928328626323,6.7639662323234,0.465644214438648,2.81195226376637,3.66093226644146,2.11674992727286,0.471072909546196,8.15371860070791,5.22759663336263,0.459790539525852,1.00290348037249,3.26183192705869,-0.603895897371903,-2.45875108952783,0.697819363287671,3.69454477992888,0.971153317502186,5.10910516418411,4.43935071317513,1.45399371289886,-0.104297698840571,-0.407778512799475,-0.45147888635325
"3",0.576906559985408,-1.57854429247887,-1.54910561301224,1.05922615568305,0.981884122927426,2.28418519747359,-0.697060546654911,-0.941449809661323,-0.941960640292918,6.42273184235854,3.37612303198602,0.872595828935296,1.54687901571612,-0.579591671374526,7.98147216181465,0.383235019071699,2.75425915202355,-1.4804898505666,4.27003229878835,5.12140440088596,-0.550674755773535,-0.570596926681725,1.56601832776629,5.54165339042991,7.40781004719614,-1.67748695785369,1.06674346968998,2.95622801023072,6.50487009496127,0.465644214438648,2.56668118274083,3.81748405179121,2.40345882882364,0.471072909546196,8.400044333389,5.26696001741699,0.413925509626211,1.00290348037249,3.43495504408239,-0.603895897371903,-2.45875108952783,0.697819363287671,3.69454477992888,0.971153317502186,4.88119605957321,4.32158933251224,1.45399371289886,-0.104297698840571,-0.407778512799475,-0.45147888635325
"4",3.69728058024126,1.17025879652113,1.17225893298776,4.30562840866234,0.981884122927426,3.06147805533372,-0.697060546654911,1.04264988133868,-0.591010246292918,6.32012757959513,5.20088436780003,1.5727405146396,1.54687901571612,1.08585217562547,8.42544248735645,1.48209598698577,2.91560957178868,-1.4804898505666,6.28565065757301,4.88098954974034,1.43085944922646,1.08763149931827,0.794108207920074,6.01983462786539,6.15228349913474,-1.67748695785369,0.952969758084523,3.2908804466274,6.25730315098793,0.465644214438648,3.14067827235822,3.76165352164737,2.03860489803239,0.471072909546196,9.00183238808684,6.19039162106837,2.08434814791965,1.91031250096694,2.59230637768475,-0.603895897371903,-2.45875108952783,0.697819363287671,4.55556554608886,0.971153317502186,4.54727259856042,5.85443369722703,1.45399371289886,1.52404849749983,-0.407778512799475,-0.45147888635325
"5",3.45770314779112,1.17025879652113,1.17225893298776,4.06538267647287,0.981884122927426,3.00346312085754,-0.697060546654911,1.04264988133868,0.750127062707083,7.13722144258995,6.61457074240061,1.41574831327594,1.54687901571612,1.57913613062547,8.41470831898398,1.75435301694135,2.90192273652831,-1.4804898505666,6.5043509547745,5.09499145178769,1.57901153922646,1.58703947531827,0.843532590578181,6.25053685081928,6.30225881392055,-1.67748695785369,0.952969758084523,3.19712389041169,6.49947163257316,0.465644214438648,3.47785116620953,3.56285349888842,1.79955804013297,0.471072909546196,8.85498409938385,6.48930616666632,2.9908472769056,1.87309578604316,2.24898908511205,-0.603895897371903,-2.45875108952783,0.697819363287671,4.59549823430917,0.971153317502186,4.66876864840053,6.17254292375677,1.45399371289886,1.89916959422943,-0.407778512799475,-0.45147888635325
"6",3.70640364113047,1.17025879652113,1.17225893298776,4.18338993436306,0.981884122927426,2.85773704649335,-0.697060546654911,1.04264988133868,-0.277661681292918,5.71950617014728,5.37670559645761,1.42785003047639,1.54687901571612,1.57913613062547,8.4050702080108,1.53678451875914,3.00237902242512,-1.4804898505666,6.26249195905909,4.42582973731398,1.57901153922646,1.58703947531827,0.857901273044739,6.16370187877214,6.24832135218291,-1.67748695785369,1.06440811358359,3.17075014458063,6.24168716536593,0.465644214438648,3.23526019271421,3.68440639853441,1.94609198347017,0.471072909546196,8.88658864630328,6.49735967985086,2.88987610825997,1.86972733177578,2.40946644881692,-0.603895897371903,-2.45875108952783,0.697819363287671,5.00396213603814,0.971153317502186,4.51695849470034,6.1944582308741,1.45399371289886,1.75595912264831,-0.407778512799475,-0.45147888635325
"7",3.70246380113002,1.17025879652113,1.17225893298776,3.81826404745953,0.981884122927426,2.96306494077916,-0.697060546654911,1.04264988133868,-0.603540919292918,7.15597960967026,5.66123561872409,0.967040522652133,1.54687901571612,1.57913613062547,8.98996513239744,1.55275916222068,2.94795486176424,-1.4804898505666,5.625541559102,4.34774681982575,1.59753055122646,1.58703947531827,0.948196621695716,6.2578869087994,6.14291052421281,-1.67748695785369,0.952969758084523,3.19310491415279,6.31935303286452,0.465644214438648,3.30152098328504,3.65788841060051,2.11917826868557,0.471072909546196,8.87167023941873,6.63661272963844,2.86299521852455,1.92788280984068,2.49430396755022,-0.603895897371903,-2.45875108952783,0.697819363287671,4.95472321435068,0.971153317502186,4.57791921290245,6.16801026080767,1.45399371289886,1.78411097359396,-0.407778512799475,-0.45147888635325
"8",3.65159955832398,1.17025879652113,1.17225893298776,3.8780765790737,0.981884122927426,3.26977876324992,-0.697060546654911,1.04264988133868,0.900528924707083,7.48945557083148,6.29076683093216,0.88262623258813,1.54687901571612,1.01259218262547,9.31057021451518,1.56602262402697,2.91116709427942,-1.4804898505666,5.70634482419768,4.36894686613395,1.31974538222646,1.04884253031827,0.792825066126564,6.23995554033037,6.41431015214334,-1.67748695785369,0.952969758084523,3.18253253392561,6.59652910562953,0.465644214438648,3.36001093919022,3.60745796494329,2.03263271880817,0.471072909546196,8.76737365360517,6.17410096659714,1.84877761160494,1.81115581832454,2.36441824700516,-0.603895897371903,-2.45875108952783,0.697819363287671,4.1283026448602,0.971153317502186,4.83741112624605,5.76024216167631,1.45399371289886,1.41389128849942,-0.407778512799475,-0.45147888635325
"9",3.54649912977686,1.17025879652113,1.17225893298776,3.99103328055215,0.600491116927427,0.667204410586832,-0.697060546654911,1.04264988133868,1.92831221870708,8.07161769767412,6.98877221185919,0.782067775191484,1.54687901571612,1.28609615762547,9.36608186930566,1.51923155886859,2.96555113696718,-1.4804898505666,5.76335554209278,4.11227547869182,1.59753055122646,1.29127358631827,0.45082616869771,6.28719072237001,6.60185572780808,-1.67748695785369,0.979202695076096,2.99312059177653,6.80899123879833,0.465644214438648,3.55495206285628,3.38074115403076,1.96010770732873,0.471072909546196,8.40882885569218,6.00342840683566,2.23375106819769,1.8392684442002,2.31398429188819,-0.603895897371903,-2.45875108952783,0.697819363287671,3.8146439049973,0.971153317502186,4.90748103227104,5.86648084641705,1.45399371289886,1.87713032294404,-0.407778512799475,-0.45147888635325
"10",1.25936281912383,-0.922579919478869,-1.01734472501224,1.55691989989918,0.600491116927427,0.818800997841866,-0.697060546654911,1.04264988133868,1.92831221870708,8.14753486111005,6.00379831294546,-0.0154894290647041,1.54687901571612,-0.398883688374526,9.40012662264473,0.742943588872343,2.57686167592217,-1.4804898505666,4.57423096577392,4.36155621730506,-0.365484642773535,-0.386349323681726,0.550954937705717,5.88301094078555,6.74844674713163,-1.67748695785369,1.10825219826184,2.62681696327046,6.87501554090517,0.465644214438648,2.79786614106956,3.24655446577337,2.3670523361436,0.471072909546196,8.29703288317062,5.02179204371399,1.19351946072987,1.00290348037249,2.86875030093168,-0.603895897371903,-2.45875108952783,0.697819363287671,3.69454477992888,0.971153317502186,5.52813137932765,4.7990484653832,1.45399371289886,0.241376755469249,-0.407778512799475,-0.45147888635325
