"t","v1","v2","v3"
2014-06-11 20:00:39,644.5,0,0
2014-06-11 20:00:40,1298.5,0.7109375,20.79296875
2014-06-11 20:00:41,767.25,5.5625,0
2014-06-11 20:00:42,869.25,6.625,0
2014-06-11 20:00:43,849.5,7.8984375,0
2014-06-11 20:00:44,1098,9.0390625,15.69140625
2014-06-11 20:00:45,1612,12.3125,13.73046875
2014-06-11 20:00:46,1914.5,18.3515625,0
2014-06-11 20:00:47,971.25,18.859375,0
2014-06-11 20:00:48,748.75,11.140625,0
2014-06-11 20:00:49,649.5,5.609375,0
2014-06-11 20:00:50,663.75,3.3046875,0
2014-06-11 20:00:51,660.25,1.5,0
2014-06-11 20:00:52,652.75,0,0
2014-06-11 20:00:53,661.25,0,0
2014-06-11 20:00:54,647.25,0,0
2014-06-11 20:00:55,654.5,0,0
2014-06-11 20:00:56,634.75,0,0
2014-06-11 20:00:57,650,0,0
2014-06-11 20:00:58,640.25,0,0
2014-06-11 20:00:59,661.5,0,0
2014-06-11 20:01:00,657.5,0,0
2014-06-11 20:01:01,650,0,0
2014-06-11 20:01:02,654.5,0,0
2014-06-11 20:01:03,644.75,0,0
2014-06-11 20:01:04,655.75,0,0
2014-06-11 20:01:05,647.5,0,0
2014-06-11 20:01:06,648,0,0
2014-06-11 20:01:07,661.5,0,0
2014-06-11 20:01:08,662.75,0,0
2014-06-11 20:01:09,648.25,0,0
2014-06-11 20:01:10,658,0,0
2014-06-11 20:01:11,650.25,0,0
2014-06-11 20:01:12,650.5,0,0
2014-06-11 20:01:13,643.5,0,0
2014-06-11 20:01:14,652.5,0,0
2014-06-11 20:01:15,649,0,0
2014-06-11 20:01:16,654.25,0,0
2014-06-11 20:01:17,652,0,0
2014-06-11 20:01:18,650.75,0,0
2014-06-11 20:01:19,837.75,0,12.16015625
2014-06-11 20:01:20,1475.5,2.4609375,22.36328125
2014-06-11 20:01:21,1853.5,11.4921875,25.5
2014-06-11 20:01:22,2241.75,19.4765625,27.46484375
2014-06-11 20:01:23,2113.5,21.3828125,30.9921875
2014-06-11 20:01:24,2274.25,30.7578125,31.77734375
2014-06-11 20:01:25,2389.25,32.7890625,34.52734375
2014-06-11 20:01:26,2033.75,38.5546875,45.98046875
2014-06-11 20:01:27,2061.5,45.4609375,46.625
2014-06-11 20:01:28,3086.75,49.421875,54.53515625
2014-06-11 20:01:29,3504,55.7890625,54.53515625
2014-06-11 20:01:30,3895,61.9296875,52.57421875
2014-06-11 20:01:31,3307.5,66.890625,0
2014-06-11 20:01:32,2420.5,67.375,0
2014-06-11 20:01:33,1775.25,65.3203125,0
2014-06-11 20:01:34,1271.25,64.5546875,0
2014-06-11 20:01:35,882.5,63.6484375,0
2014-06-11 20:01:36,880,61.75,0
2014-06-11 20:01:37,845.25,61.359375,0
2014-06-11 20:01:38,1193,59.140625,7.0625
2014-06-11 20:01:39,1334.75,59.4609375,0
2014-06-11 20:01:40,1199.25,59.0546875,0
2014-06-11 20:01:41,1170,58.2890625,0
2014-06-11 20:01:42,1125.75,56.203125,0
2014-06-11 20:01:43,1107,54.8984375,0
2014-06-11 20:01:44,1093,54.1328125,0
2014-06-11 20:01:45,1060.5,52.21875,0
2014-06-11 20:01:46,976.25,50.515625,0
2014-06-11 20:01:47,943.5,48.625,0
2014-06-11 20:01:48,1028.5,41.53125,0
2014-06-11 20:01:49,995,36.703125,0
2014-06-11 20:01:50,912.75,33.671875,0
2014-06-11 20:01:51,708,31.9140625,0
2014-06-11 20:01:52,786,30.921875,0
2014-06-11 20:01:53,738.75,29.9375,0
2014-06-11 20:01:54,748,30.0546875,0
2014-06-11 20:01:55,732,29.3203125,0
2014-06-11 20:01:56,1805.75,30.4375,21.1875
2014-06-11 20:01:57,1828.5,34.4375,13.33984375
2014-06-11 20:01:58,949,35.84375,0
2014-06-11 20:01:59,839.75,35.671875,0
