"reconstr_v1","reconstr_v2","reconstr_v3","reconstr_v4","reconstr_v5","reconstr_v6","reconstr_v7","reconstr_v8","reconstr_v9","reconstr_v10","reconstr_v11","reconstr_v12","reconstr_v13","reconstr_v14","reconstr_v15","reconstr_v16","reconstr_v17","reconstr_v18","reconstr_v19","reconstr_v20","reconstr_v21","reconstr_v22","reconstr_v23","reconstr_v24","reconstr_v25","reconstr_v26","reconstr_v27","reconstr_v28","reconstr_v29","reconstr_v30","reconstr_v31","reconstr_v32","reconstr_v33","reconstr_v34","reconstr_v35","reconstr_v36","reconstr_v37","reconstr_v38","reconstr_v39","reconstr_v40","reconstr_v41","reconstr_v42","reconstr_v43","reconstr_v44","reconstr_v45","reconstr_v46","reconstr_v47","reconstr_v48","reconstr_v49","reconstr_v50"
2.505540390807669,0.01242961652113093,0.013854330987758628,3.127816580650299,0.13010640892742642,3.1811155519368834,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,6.803948700147877,4.173957645899741,0.6322946755666615,-0.03331283628388235,-0.0815865173745264,8.77678647774822,0.04894365907169918,2.144811859996095,-0.12637870056659867,4.638457663315077,3.8847339424786105,-0.041401945773535336,-0.08314888268172548,1.445372462135,7.342324463614299,7.969305337288842,0.06429574614631317,0.44728500074803657,2.3478291590586178,4.992489762694847,0.08414823843864765,0.40284165169388486,1.999791851860413,4.34072649483639,0.08823734554619639,8.508266231146031,4.205462506658688,2.413102630050336,-0.004490008613416231,2.480721503774737,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.015776869928883712,-0.062491230497814056,3.702768273869674,4.8203316182787495,-0.0536111871011366,0.6535171681517482,-0.08559357879947543,-0.18870975035324988
1.913232456244509,0.01242961652113093,0.013854330987758628,2.346132950275803,0.13010640892742642,2.169251379631796,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,7.720030332602844,4.375083020120922,0.4829788219352959,-0.03331283628388235,-0.0815865173745264,8.520580770655409,0.04975013004496252,2.368696981553101,-0.12637870056659867,4.48586158783568,4.623458917073557,-0.041401945773535336,-0.08314888268172548,2.7612395715215747,7.464731412691754,8.9636509350918,0.06429574614631317,0.13420243502151882,2.4361850882632337,5.388609191323402,0.08414823843864765,1.1797406257663672,2.0287206284414565,3.724049782272864,0.08823734554619639,8.241010212707911,4.8419569713626265,1.958957907525852,-0.04817306562751379,2.1375087690586945,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.015776869928883712,-0.062491230497814056,3.7258227201841057,4.76153564717513,-0.0536111871011366,0.07827648715942884,-0.08559357879947543,-0.18870975035324988
2.1398665039854086,0.01242961652113093,0.013854330987758628,2.6502000646830526,0.13010640892742642,2.1016110114735915,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,7.883022083358542,4.293432581986018,0.4829788219352959,-0.03331283628388235,-0.0815865173745264,8.517311072814651,0.04894365907169918,2.4265284590235487,-0.12637870056659867,4.356181152788347,4.4612306108859645,-0.041401945773535336,-0.08314888268172548,2.731016156766289,7.392942867429908,8.761921197196138,0.06429574614631317,0.23705545668997913,2.41312981223072,5.129513053961271,0.08414823843864765,0.9344695447408258,2.185272413791213,4.01075868382364,0.08823734554619639,8.487335945389004,4.881320355416991,1.913092877626211,-0.04817306562751379,2.310631886082394,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.015776869928883712,-0.062491230497814056,3.497913615573213,4.643774266512244,-0.0536111871011366,0.07827648715942884,-0.08559357879947543,-0.18870975035324988
2.5388759782412578,0.01242961652113093,0.013854330987758628,3.1477992286623446,0.13010640892742642,2.8789038693337172,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,6.898363395595125,5.454694292800028,1.3164620866396022,-0.03331283628388235,-0.0815865173745264,8.961281398356455,1.1478046269857676,2.58787887878868,-0.12637870056659867,6.371799511573007,4.2208157597403355,-0.041401945773535336,-0.08314888268172548,1.9591060369200737,7.871124104865387,7.506394649134744,0.06429574614631317,0.12328174508452339,2.7477822486274035,4.881946109987934,0.08414823843864765,1.5084666343582211,2.1294418836473676,3.645904753032388,0.08823734554619639,9.089124000086839,5.804751959068372,1.4470202999196542,0.8592359549669433,1.4679832196847535,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.8767976360888554,-0.062491230497814056,3.1639901545604157,6.1766186312270275,-0.0536111871011366,1.7066226834998337,-0.08559357879947543,-0.18870975035324988
2.29929854579112,0.01242961652113093,0.013854330987758628,2.907553496472875,0.13010640892742642,2.8208889348575377,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,6.833402833589945,5.88893904440061,1.291298972275944,-0.03331283628388235,-0.0815865173745264,8.95054722998398,1.4200616569413524,2.5741920435283125,-0.12637870056659867,6.590499808774503,4.434817661787689,-0.041401945773535336,-0.08314888268172548,2.0085304195781806,8.10182632781928,7.656369963920548,0.06429574614631317,0.12328174508452339,2.654025692411688,5.1241145915731625,0.08414823843864765,1.8456395282095284,1.9306418608884157,3.406857895132966,0.08823734554619639,8.94227571138385,6.10366650466632,1.3873597039055987,0.8220192400431566,1.124665927112051,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.9167303243091712,-0.062491230497814056,3.285486204400532,6.494727857756769,-0.0536111871011366,2.081743780229427,-0.08559357879947543,-0.18870975035324988
2.547999039130469,0.01242961652113093,0.013854330987758628,3.025560754363059,0.13010640892742642,2.675162860493346,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,6.73876919914728,5.820087039457606,1.4322107894763898,-0.03331283628388235,-0.0815865173745264,8.9409091190108,1.2024931587591394,2.674648329425124,-0.12637870056659867,6.348640813059087,4.34816223231398,-0.041401945773535336,-0.08314888268172548,2.0228991020447387,8.01499135577214,7.602432502182907,0.06429574614631317,0.2347201005835939,2.6276519465806305,4.866330124365928,0.08414823843864765,1.603048554714207,2.0521947605344066,3.55339183847017,0.08823734554619639,8.973880258303284,6.111720017850859,1.2863885352599724,0.8186507857757837,1.2851432908169167,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,1.3251942260381382,-0.062491230497814056,3.133676050700342,6.516643164874104,-0.0536111871011366,1.9385333086483127,-0.08559357879947543,-0.18870975035324988
2.5440591991300203,0.01242961652113093,0.013854330987758628,2.6604348674595286,0.13010640892742642,2.780490754779161,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,6.852161000670259,6.009834736724086,1.0976955586521333,-0.03331283628388235,-0.0815865173745264,8.82688372439744,1.218467802220681,2.620224168764241,-0.12637870056659867,6.357806820102005,4.270079314825748,-0.041401945773535336,-0.08314888268172548,2.1131944506957163,8.109176385799405,7.4970216742128075,0.06429574614631317,0.12328174508452339,2.6500067161527885,4.943995991864525,0.08414823843864765,1.6693093452850425,2.0256767726005123,3.7264781236855735,0.08823734554619639,8.958961851418728,6.250973067638436,1.259507645524549,0.8768062638406816,1.3699808095502175,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,1.27595530435068,-0.062491230497814056,3.1946367689024493,6.490195194807672,-0.0536111871011366,1.9666851595939605,-0.08559357879947543,-0.18870975035324988
2.49319495632398,0.01242961652113093,0.013854330987758628,2.720247399073699,0.13010640892742642,3.087204577249918,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,7.038627180831479,5.249184892932156,1.13705972358813,-0.03331283628388235,-0.0815865173745264,9.147488806515176,1.2317312640269718,2.5834364012794153,-0.12637870056659867,6.438610085197679,4.2912793611339515,-0.041401945773535336,-0.08314888268172548,1.957822895126564,8.09124501733037,7.768421302143343,0.06429574614631317,0.12328174508452339,2.6394343359256127,5.2211720646295285,0.08414823843864765,1.7277993011902217,1.9752463269432892,3.6399325738081725,0.08823734554619639,8.854665265605169,5.788461304597144,1.342122253604939,0.7600792723245414,1.2400950890051623,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.4495347348602035,-0.062491230497814056,3.454128682246046,6.082427095676305,-0.0536111871011366,1.5964654744994224,-0.08559357879947543,-0.18870975035324988
2.3880945277768597,0.01242961652113093,0.013854330987758628,2.833204100552148,0.13010640892742642,3.2232430125868325,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,7.179761668674121,5.18890969785919,1.158770228191484,-0.03331283628388235,-0.0815865173745264,9.203000461305658,1.1849401988685875,2.6378204439671804,-0.12637870056659867,6.4956208030927804,4.034607973691822,-0.041401945773535336,-0.08314888268172548,1.6158239976977096,8.138480199370012,7.95596687780808,0.06429574614631317,0.14951468207609614,2.4500223937765324,5.433634197798329,0.08414823843864765,1.9227404248562823,1.7485295160307608,3.5674075623287336,0.08823734554619639,8.49612046769218,5.617788744835655,1.5302702721976869,0.7881918982001977,1.1896611338881944,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.13587599499730285,-0.062491230497814056,3.5241985882710405,6.188665780417046,-0.0536111871011366,2.0597045089440424,-0.08559357879947543,-0.18870975035324988
2.2905618751238292,0.01242961652113093,0.013854330987758628,2.4919294358991793,0.13010640892742642,3.3748395998418665,-0.20546450665491123,0.18287334833867683,-0.05413888729291751,7.255678832110047,4.2039357989454595,0.4829788219352959,-0.03331283628388235,-0.0815865173745264,9.237045214644725,0.4086522288723435,2.24913098292217,-0.12637870056659867,5.306496226773925,4.283888712305062,-0.041401945773535336,-0.08314888268172548,1.715952766705717,7.734300417785545,8.102557897131627,0.06429574614631317,0.2785641852618436,2.0837187652704587,5.49965849990517,0.08414823843864765,1.165654503069561,1.6143428277733674,3.974352191143596,0.08823734554619639,8.384324495170624,4.636152381713987,2.089143264729875,-0.04817306562751379,1.74442714293168,0.07253371362809674,-0.05504657052783439,-0.10894157671232876,0.015776869928883712,-0.062491230497814056,4.1448489353276505,5.121233399383205,-0.0536111871011366,0.4239509414692486,-0.08559357879947543,-0.18870975035324988
