"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50"
1.531679892,1.528501112,1.531679892,1.528501112,-0.851777714,5.294651389,0.49159604,-0.859776533,0.461667704,0.725247728,0.34859911800000004,-0.651765687,-1.580191852,-0.019698798,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.66017379,0.47223478700000004,0.550480119,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.711722892,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,1.4991673680000002,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
1.531679892,1.528501112,1.531679892,1.528501112,-0.851777714,-0.182574186,0.49159604,1.1243231580000002,-0.5034458780000001,-0.156810959,-0.409681458,-0.5214460940000001,-1.580191852,0.43451316,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.66017379,0.41667775300000004,0.424415969,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,1.4991673680000002,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
1.5629599440000002,1.5909739090000001,1.5629599440000002,1.5909739090000001,-0.851777714,-0.182574186,0.49159604,1.1243231580000002,0.8878217530000001,1.460290241,0.91730955,-0.389617007,-1.580191852,0.498005154,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.08614885400000001,-0.66017379,0.50927281,0.487448044,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,1.4991673680000002,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.851777714,-0.182574186,0.49159604,-0.859776533,0.536871359,0.5782358160000001,0.253809925,-0.256278428,-1.580191852,-1.167438693,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.08614885400000001,-0.66017379,-1.472261395,-1.170780382,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-0.6373278480000001,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.851777714,-0.182574186,0.49159604,-0.859776533,-0.80426595,-0.303818609,-0.725631698,-0.124449341,-1.580191852,-1.6607226480000001,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.08614885400000001,-0.66017379,-1.620413485,-1.670188358,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-1.603487573,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.851777714,-0.182574186,0.49159604,-0.859776533,0.22352279400000002,1.019263029,0.44338144300000004,0.0043607590000000005,-1.580191852,-1.6607226480000001,0.535838911,-0.33429136000000004,-0.327730693,1.35411115,0.08614885400000001,-0.07766750500000001,-1.620413485,-1.670188358,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-1.603487573,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.851777714,-0.182574186,0.49159604,-0.859776533,0.549402032,-0.303818609,0.34859911800000004,0.130655036,-1.580191852,-1.6607226480000001,-0.163081408,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.07766750500000001,-1.638932497,-1.670188358,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-1.603487573,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.851777714,-0.182574186,0.49159604,-0.859776533,-0.9546678120000001,-0.45082839,-1.041581938,0.254433491,-1.580191852,-1.0941787,-0.163081408,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.07766750500000001,-1.3611473280000002,-1.1319914130000002,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-0.5066553580000001,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
-1.158404602,-1.15782918,-1.158404602,-1.15782918,-0.47038470800000004,2.556038602,0.49159604,-0.859776533,-1.982451106,-0.891856029,-1.7998625140000002,0.37670245300000005,-1.580191852,-1.3676826750000002,-0.163081408,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.07766750500000001,-1.638932497,-1.374422469,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,-0.703480796,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
1.0311990560000002,0.935009536,1.0311990560000002,0.935009536,-0.47038470800000004,2.556038602,0.49159604,-0.859776533,-1.982451106,-0.891856029,-1.7998625140000002,0.49846825100000003,-1.580191852,0.31729717100000004,-0.163081408,-0.33429136000000004,-0.327730693,1.35411115,0.732265261,-0.07766750500000001,0.32408269700000003,0.30320044100000004,1.164997829,1.8512894770000001,1.35411115,1.741782704,-0.8296880130000001,-0.543098198,-1.375357041,-0.381495976,-1.632211638,-1.632211638,1.6072998550000002,-0.382835564,0.087291612,-0.38563966200000005,0.8956238040000001,-1.051076546,-1.1243231580000002,0.6764296110000001,2.403704519,-0.8067609400000001,-3.6787679100000004,-1.033644548,-1.383282444,0.32218493400000003,-1.5076049,0.182574186,0.32218493400000003,0.262769136
